id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Gate location,Food and drink,Online boarding,Cleanliness,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Departure/Arrival time convenient,Arrival Delay in Minutes,Departure Delay in Minutes
44706,Male,Loyal Customer,18,Personal Travel,Eco,67,3,3,4,3,3,3,3,3,5,3,5,5,4,3,0,2
44708,Male,Loyal Customer,7,Personal Travel,Eco,67,2,2,4,5,2,5,5,5,4,4,5,4,5,5,29,28
44709,Male,Loyal Customer,39,Personal Travel,Eco,67,3,0,2,2,0,2,5,2,3,2,5,5,5,4,20,19
44711,Male,Loyal Customer,31,Personal Travel,Eco,67,2,2,5,4,2,4,4,4,3,5,5,4,4,5,17,0
44713,Male,Loyal Customer,36,Personal Travel,Eco,67,3,3,4,2,3,2,2,2,5,4,5,5,4,5,78,69
44715,Male,Loyal Customer,12,Personal Travel,Eco,67,3,3,1,3,3,3,3,3,3,3,4,5,4,5,90,81
44717,Female,Loyal Customer,19,Personal Travel,Eco,67,2,2,3,1,2,1,1,1,4,2,5,4,4,4,70,82
44719,Female,Loyal Customer,66,Personal Travel,Eco,67,2,0,1,2,4,4,4,3,3,0,2,3,3,4,10,10
44721,Male,Loyal Customer,48,Personal Travel,Eco,67,1,1,3,5,1,5,5,5,4,1,2,1,2,3,0,0
44722,Female,Loyal Customer,7,Personal Travel,Eco,67,4,4,5,4,4,4,4,4,3,5,4,3,4,5,5,0
44724,Female,Loyal Customer,16,Personal Travel,Eco,67,3,3,1,5,3,5,5,5,4,5,5,5,4,5,14,18
44725,Female,Loyal Customer,70,Personal Travel,Eco,67,5,5,1,3,5,5,4,1,1,5,1,4,1,4,0,0
44726,Male,Loyal Customer,25,Personal Travel,Eco,67,4,4,1,4,4,4,4,4,4,5,4,5,4,4,0,0
44728,Female,Loyal Customer,65,Personal Travel,Eco,67,3,0,1,1,2,4,2,5,5,0,5,1,5,1,12,0
44729,Female,Loyal Customer,20,Personal Travel,Eco,67,3,3,1,5,3,5,5,5,3,4,4,3,4,4,0,0
44730,Male,Loyal Customer,26,Personal Travel,Eco,67,2,2,5,4,2,4,4,4,4,3,5,5,5,5,0,0
44731,Male,Loyal Customer,40,Business travel,Eco Plus,67,4,5,5,4,4,4,4,4,2,1,1,4,4,4,4,0
44733,Male,Loyal Customer,53,Business travel,Eco Plus,67,4,3,3,4,4,4,4,4,2,2,3,1,1,3,10,7
44735,Female,disloyal Customer,39,Business travel,Eco Plus,67,2,2,3,4,2,4,5,4,5,2,2,1,2,2,0,0
44736,Female,Loyal Customer,72,Business travel,Eco Plus,67,2,3,5,2,3,3,4,3,3,2,3,4,3,5,18,28
44737,Male,Loyal Customer,85,Business travel,Eco Plus,67,1,3,3,1,1,1,1,2,5,4,3,1,4,3,8,0
44738,Female,Loyal Customer,35,Business travel,Eco Plus,67,5,2,2,5,5,5,5,5,1,3,5,2,2,2,5,8
44739,Male,Loyal Customer,39,Personal Travel,Eco Plus,67,2,2,3,2,2,2,2,2,3,5,3,3,3,1,0,0
44741,Male,Loyal Customer,60,Personal Travel,Eco Plus,67,1,1,3,5,1,5,5,5,5,3,4,5,5,5,16,25
44742,Female,Loyal Customer,28,Personal Travel,Eco Plus,67,2,2,3,4,2,4,4,4,1,5,4,3,4,3,0,0
45105,Male,Loyal Customer,49,Business travel,Business,84,4,3,4,1,2,3,5,5,5,5,3,4,5,4,0,0
45111,Female,disloyal Customer,20,Business travel,Eco,84,3,3,2,4,3,4,5,4,2,5,5,2,2,0,0,0
45127,Male,Loyal Customer,53,Business travel,Eco Plus,84,5,2,2,5,5,5,5,5,1,5,2,4,3,2,9,15
462,Female,Loyal Customer,53,Business travel,Business,102,1,1,1,2,5,3,5,4,4,4,4,4,4,1,1,0
46457,Female,disloyal Customer,33,Business travel,Business,73,4,4,5,4,4,4,4,4,5,2,5,4,4,4,0,0
46461,Male,Loyal Customer,47,Business travel,Business,73,2,2,2,3,4,4,4,4,4,4,5,3,4,2,66,71
46465,Female,disloyal Customer,26,Business travel,Business,73,1,1,3,4,1,4,4,4,1,1,3,1,4,2,0,0
46470,Female,disloyal Customer,20,Business travel,Eco,73,2,2,4,2,2,2,2,2,3,3,3,1,4,4,0,0
46476,Male,Loyal Customer,45,Business travel,Business,73,4,3,2,2,4,1,4,4,4,4,4,1,4,2,87,87
46481,Female,Loyal Customer,46,Personal Travel,Business,73,3,3,2,2,4,3,5,1,1,3,1,3,1,5,13,17
46484,Male,Loyal Customer,54,Business travel,Eco,73,4,4,4,4,4,4,4,4,4,4,5,1,1,1,0,0
46490,Female,Loyal Customer,53,Business travel,Eco,73,4,3,3,1,5,5,4,4,4,4,4,5,4,3,13,17
46493,Male,Loyal Customer,39,Business travel,Eco,73,5,1,1,5,5,5,5,5,2,1,2,1,1,1,0,0
46494,Male,disloyal Customer,41,Business travel,Eco,73,1,1,1,1,1,1,1,1,1,3,1,2,2,0,0,0
46497,Female,Loyal Customer,44,Business travel,Eco,73,2,4,4,5,3,3,2,2,2,2,2,3,2,4,0,0
46500,Male,Loyal Customer,40,Business travel,Eco,73,5,3,3,5,5,5,5,5,2,3,1,1,3,3,0,0
46502,Female,disloyal Customer,35,Business travel,Eco,73,3,3,4,3,3,3,3,3,1,1,2,4,3,0,23,31
46513,Female,Loyal Customer,,Business travel,Eco,73,5,5,5,5,5,5,5,5,3,3,5,1,4,5,25,15
46515,Male,disloyal Customer,27,Business travel,Eco,73,1,1,4,1,1,1,1,2,5,1,3,1,5,0,143,145
46520,Male,Loyal Customer,52,Business travel,Eco,73,2,5,5,2,2,2,2,2,4,3,3,1,1,5,0,0
46524,Male,disloyal Customer,55,Business travel,Eco,73,5,5,4,5,2,2,2,4,4,3,2,2,3,0,136,151
46526,Female,Loyal Customer,41,Business travel,Eco,73,5,1,1,5,5,5,5,5,2,1,1,2,1,1,82,56
46527,Male,Loyal Customer,53,Business travel,Eco,73,4,3,3,4,4,4,4,4,4,3,5,2,2,3,0,0
46533,Male,Loyal Customer,39,Business travel,Eco,73,4,4,5,4,4,4,4,4,5,3,4,4,3,5,41,28
46534,Male,Loyal Customer,71,Business travel,Eco,73,5,5,1,5,5,5,5,5,1,4,5,1,2,1,5,0
46575,Male,Loyal Customer,69,Business travel,Business,73,2,2,2,1,2,2,2,2,3,4,3,2,3,2,586,565
46586,Female,Loyal Customer,57,Business travel,Eco,73,5,4,1,3,3,3,4,5,5,5,5,3,5,1,0,0
466,Female,Loyal Customer,48,Business travel,Business,102,3,3,3,5,4,3,4,4,4,5,4,5,4,3,0,0
46603,Male,disloyal Customer,36,Business travel,Eco,73,2,2,4,2,2,2,2,2,1,5,3,2,3,2,14,18
46610,Female,disloyal Customer,47,Business travel,Eco,73,1,1,3,1,1,1,1,1,1,2,3,3,2,1,0,0
46623,Male,Loyal Customer,56,Business travel,Business,73,4,4,4,4,5,5,3,5,5,5,4,2,5,4,0,0
46648,Female,disloyal Customer,20,Business travel,Eco,73,1,1,2,3,1,3,2,3,4,1,3,1,2,0,17,0
46650,Male,Loyal Customer,41,Business travel,Business,73,3,3,3,2,5,5,5,4,4,4,5,1,4,3,0,0
46656,Male,disloyal Customer,29,Business travel,Eco,73,3,3,4,3,3,3,3,3,2,3,4,1,3,4,2,0
46666,Male,Loyal Customer,30,Business travel,Business,73,4,1,1,2,2,2,4,2,2,1,4,1,3,1,0,0
46670,Female,disloyal Customer,24,Business travel,Eco,73,4,4,1,2,4,2,2,2,2,5,5,1,4,0,0,0
46671,Male,Loyal Customer,35,Personal Travel,Eco,73,5,0,3,2,0,2,2,2,1,1,3,3,3,4,0,0
46676,Male,Loyal Customer,18,Personal Travel,Eco,73,3,0,1,4,0,4,4,4,5,4,5,5,4,4,120,110
46677,Female,Loyal Customer,31,Personal Travel,Eco,73,1,1,4,3,1,3,3,3,4,5,3,3,4,2,20,0
46690,Male,Loyal Customer,28,Personal Travel,Eco,73,2,2,4,3,2,3,3,3,4,3,4,2,3,2,0,0
46691,Male,Loyal Customer,16,Personal Travel,Eco,73,3,3,1,3,3,3,3,3,3,5,4,3,4,5,0,0
46694,Male,Loyal Customer,70,Personal Travel,Eco,73,4,0,4,4,0,4,4,4,3,3,4,4,5,4,72,53
46695,Female,Loyal Customer,44,Personal Travel,Eco,73,2,2,3,4,3,1,4,1,1,2,1,2,1,3,32,0
46697,Male,Loyal Customer,42,Personal Travel,Eco,73,1,1,1,3,1,3,2,3,4,4,5,2,5,3,0,0
46704,Male,Loyal Customer,7,Personal Travel,Eco,73,1,0,1,4,0,4,4,4,3,2,3,3,4,5,84,69
46705,Female,Loyal Customer,36,Personal Travel,Eco,73,3,3,4,4,3,4,1,4,3,4,4,1,4,1,15,18
46706,Male,Loyal Customer,58,Personal Travel,Eco,73,1,1,3,3,1,3,3,3,2,3,5,4,3,5,0,0
46709,Male,Loyal Customer,10,Personal Travel,Eco,73,2,2,1,3,2,3,3,3,4,4,1,3,3,4,115,110
46715,Male,Loyal Customer,41,Personal Travel,Eco,73,3,3,4,2,3,2,2,2,5,3,5,5,4,5,0,0
46717,Female,Loyal Customer,55,Personal Travel,Eco,73,3,3,1,3,2,5,1,1,1,3,1,4,1,5,0,1
46721,Female,Loyal Customer,41,Personal Travel,Eco,73,1,1,1,4,1,4,4,4,2,4,1,1,2,1,18,0
46725,Female,Loyal Customer,53,Personal Travel,Eco,73,4,0,1,4,4,5,4,1,1,0,1,4,1,4,0,0
46730,Male,Loyal Customer,45,Personal Travel,Eco,73,3,3,3,2,3,2,2,2,1,3,2,4,2,1,0,0
46733,Female,Loyal Customer,53,Personal Travel,Eco,73,1,1,3,4,5,4,5,4,4,1,4,3,4,4,0,0
46736,Male,Loyal Customer,53,Personal Travel,Eco,73,2,0,1,3,0,3,1,3,3,3,4,5,4,5,0,0
46737,Female,Loyal Customer,29,Personal Travel,Eco,73,2,2,1,2,3,3,3,4,5,2,2,3,2,1,184,141
46742,Female,Loyal Customer,47,Personal Travel,Eco,73,2,2,3,3,2,2,2,5,5,2,5,2,5,1,79,64
46749,Female,Loyal Customer,70,Personal Travel,Eco,73,2,2,2,1,5,2,3,2,2,2,1,5,2,5,124,113
46755,Male,Loyal Customer,46,Business travel,Eco Plus,73,5,2,2,5,5,5,5,5,4,3,3,4,3,2,0,0
46760,Female,Loyal Customer,36,Business travel,Eco Plus,73,1,3,3,1,1,1,1,1,2,3,3,4,3,3,11,0
46761,Female,Loyal Customer,43,Business travel,Eco Plus,73,4,4,4,4,3,2,2,4,4,4,4,3,4,4,0,0
46764,Female,Loyal Customer,43,Business travel,Eco Plus,73,2,3,3,2,3,4,4,3,3,2,3,2,3,3,0,0
46765,Male,Loyal Customer,71,Business travel,Eco Plus,73,3,4,2,2,3,2,2,2,2,3,4,4,3,2,55,16
46768,Female,Loyal Customer,53,Personal Travel,Eco Plus,73,2,2,4,2,4,3,5,1,1,2,1,5,1,5,54,54
471,Female,Loyal Customer,56,Business travel,Business,89,1,1,1,4,5,4,5,4,4,4,4,4,4,1,0,0
47429,Female,Loyal Customer,60,Business travel,Eco,101,5,2,1,2,3,1,5,5,5,5,5,4,5,1,0,0
478,Female,Loyal Customer,43,Business travel,Business,89,4,1,4,3,5,5,4,4,4,4,5,4,4,4,0,0
4860,Male,Loyal Customer,38,Business travel,Business,100,5,5,5,2,2,4,4,4,4,4,4,4,4,5,0,0
48642,Male,disloyal Customer,55,Business travel,Business,89,2,2,4,3,2,3,3,3,3,2,4,3,4,2,0,0
48646,Female,Loyal Customer,60,Business travel,Business,89,1,4,1,3,5,5,5,4,4,4,4,3,4,1,0,0
48660,Male,Loyal Customer,42,Business travel,Business,77,5,5,5,5,5,5,4,4,4,4,5,4,4,5,0,0
48670,Female,Loyal Customer,,Business travel,Business,78,3,3,3,5,5,3,4,5,5,5,5,5,5,3,24,32
48680,Male,Loyal Customer,39,Business travel,Business,86,5,5,5,2,4,4,5,5,5,5,4,3,5,5,0,0
48682,Female,disloyal Customer,22,Business travel,Eco,56,1,1,3,5,1,5,5,5,3,5,5,4,4,5,16,0
48687,Female,Loyal Customer,54,Business travel,Business,89,4,4,4,4,4,5,5,5,5,5,5,5,5,1,0,5
48700,Female,Loyal Customer,59,Business travel,Business,86,0,0,5,2,5,3,5,1,1,1,1,4,1,4,3,8
48713,Female,disloyal Customer,37,Business travel,Business,77,1,2,4,1,2,1,1,1,2,1,3,1,4,2,58,59
48718,Female,Loyal Customer,57,Business travel,Business,86,0,0,4,4,4,3,4,1,1,1,1,3,1,5,28,20
48726,Male,Loyal Customer,49,Business travel,Business,89,2,2,2,3,4,3,4,4,4,4,4,4,4,2,0,0
48750,Female,Loyal Customer,39,Business travel,Business,86,3,1,1,1,3,1,3,1,1,1,3,1,1,1,79,75
48765,Female,Loyal Customer,39,Business travel,Business,56,2,5,5,5,5,5,4,2,2,2,5,5,2,5,0,0
48767,Male,disloyal Customer,26,Business travel,Business,86,2,1,3,1,1,1,1,1,3,4,4,2,4,2,5,16
48779,Male,disloyal Customer,39,Business travel,Business,89,4,4,3,4,4,4,4,4,4,2,3,3,3,4,0,0
488,Male,Loyal Customer,48,Business travel,Business,89,4,4,4,4,4,5,5,4,4,4,4,4,4,4,16,19
48804,Female,Loyal Customer,10,Personal Travel,Business,56,4,4,3,5,4,5,5,5,3,5,4,2,4,3,2,5
48809,Female,Loyal Customer,16,Personal Travel,Business,78,1,1,3,3,1,3,3,3,3,4,5,5,5,5,0,0
48810,Male,Loyal Customer,50,Personal Travel,Business,89,4,0,1,2,5,3,5,4,4,0,4,5,4,4,14,23
48818,Female,Loyal Customer,59,Personal Travel,Business,86,4,4,4,5,4,1,4,4,4,4,4,4,4,4,0,0
48825,Male,Loyal Customer,49,Personal Travel,Business,86,5,5,1,4,2,1,2,1,1,5,1,3,1,2,12,14
48826,Male,Loyal Customer,65,Personal Travel,Business,86,1,1,3,1,4,4,3,2,2,1,2,2,2,5,120,114
48831,Male,Loyal Customer,7,Personal Travel,Business,86,3,3,2,1,3,1,1,1,4,2,5,4,5,4,0,4
48839,Male,Loyal Customer,15,Personal Travel,Business,89,3,3,3,4,3,4,4,4,4,4,5,4,5,5,0,0
48840,Male,Loyal Customer,67,Personal Travel,Business,86,4,4,2,5,4,4,4,4,4,4,4,5,4,4,0,0
48844,Female,Loyal Customer,66,Personal Travel,Business,86,3,3,5,3,5,4,4,5,5,3,5,5,5,5,0,0
48855,Male,Loyal Customer,67,Personal Travel,Business,86,3,3,3,4,4,3,4,3,3,3,3,4,3,4,0,0
48861,Male,disloyal Customer,38,Business travel,Eco,86,4,4,3,5,4,5,5,5,3,3,2,5,5,0,0,0
48872,Male,Loyal Customer,55,Business travel,Business,89,1,1,1,2,4,2,3,3,3,4,3,3,3,1,59,49
48890,Male,disloyal Customer,20,Business travel,Eco,89,2,2,4,2,2,2,2,2,5,1,3,1,3,5,2,0
48894,Male,disloyal Customer,63,Business travel,Eco,89,1,1,5,5,1,5,5,5,5,1,4,4,3,0,9,0
48897,Female,Loyal Customer,23,Business travel,Business,77,2,2,2,4,4,4,5,4,5,1,3,1,4,2,0,0
48898,Female,Loyal Customer,39,Business travel,Business,89,3,3,3,3,3,5,5,5,5,4,3,3,5,3,81,93
48911,Male,Loyal Customer,42,Business travel,Business,89,2,5,5,1,3,3,4,3,3,3,2,2,3,5,0,0
48915,Male,Loyal Customer,43,Business travel,Eco,86,4,1,1,4,4,4,4,4,3,1,1,3,3,1,0,0
48916,Male,disloyal Customer,26,Business travel,Eco,89,2,2,3,3,2,3,3,3,5,5,4,3,2,4,17,11
48920,Female,Loyal Customer,32,Business travel,Business,86,5,5,5,4,4,4,5,4,4,4,5,1,1,5,14,0
48922,Male,Loyal Customer,,Business travel,Business,86,4,4,4,1,3,4,4,5,5,5,5,2,5,4,1,0
48931,Female,Loyal Customer,39,Business travel,Business,89,1,1,1,4,5,4,4,4,4,4,4,3,4,1,0,0
48953,Female,disloyal Customer,22,Business travel,Eco,89,2,2,2,3,2,3,3,3,4,2,1,1,1,0,1,0
48955,Male,Loyal Customer,64,Business travel,Eco,86,4,1,1,4,4,4,4,4,5,1,1,1,4,1,29,0
48962,Male,Loyal Customer,44,Business travel,Eco,86,4,4,4,4,4,4,4,4,2,2,4,5,4,4,18,15
48967,Male,Loyal Customer,38,Business travel,Eco,86,3,3,3,3,3,3,3,3,1,5,5,3,2,3,2,4
48969,Male,Loyal Customer,44,Business travel,Eco,89,4,2,2,4,4,4,4,4,1,2,5,3,2,2,15,0
48970,Female,disloyal Customer,25,Business travel,Eco,77,3,2,1,4,2,4,4,4,1,1,4,2,4,3,0,0
49025,Female,Loyal Customer,33,Business travel,Business,86,4,4,4,5,3,4,5,4,4,4,4,1,4,4,27,23
49034,Male,Loyal Customer,63,Business travel,Eco,86,5,2,2,5,5,5,5,5,4,5,4,5,2,2,0,0
49045,Male,Loyal Customer,64,Business travel,Eco,86,3,4,4,4,3,4,4,4,4,5,5,2,3,4,0,0
49048,Female,disloyal Customer,43,Business travel,Eco,89,1,1,1,1,1,1,1,1,5,3,4,3,3,5,30,27
49060,Female,Loyal Customer,47,Business travel,Eco,86,4,1,1,4,5,5,3,4,4,4,4,5,4,1,119,93
49064,Female,Loyal Customer,33,Business travel,Eco,86,4,3,3,4,4,4,4,4,5,1,2,3,2,3,0,0
49065,Male,Loyal Customer,45,Business travel,Eco,86,4,1,1,4,4,4,4,4,1,5,2,4,4,1,3,0
49078,Female,Loyal Customer,52,Business travel,Business,89,2,2,2,2,5,1,4,4,4,4,5,2,4,2,0,0
49084,Female,disloyal Customer,26,Business travel,Eco,77,1,1,3,2,1,2,2,2,3,4,3,3,3,1,117,111
49093,Male,Loyal Customer,31,Business travel,Eco,86,0,0,1,5,3,5,5,5,2,1,2,2,1,0,0,7
49117,Female,Loyal Customer,38,Business travel,Business,89,5,5,5,5,4,5,3,4,4,4,5,1,4,1,0,0
49123,Female,disloyal Customer,33,Business travel,Eco,86,4,4,3,3,4,3,3,3,2,5,2,5,5,3,17,23
49131,Male,Loyal Customer,57,Business travel,Eco,86,1,2,2,1,1,1,1,1,1,2,3,2,3,2,0,0
49137,Female,disloyal Customer,24,Business travel,Eco,86,5,5,1,4,5,4,4,4,4,3,2,4,4,4,0,0
49148,Female,Loyal Customer,46,Business travel,Eco,89,5,1,1,2,2,2,2,5,5,5,5,1,5,1,0,0
49157,Female,Loyal Customer,33,Business travel,Eco,89,0,0,2,5,0,5,5,5,3,4,1,2,1,0,0,0
49168,Male,Loyal Customer,30,Business travel,Business,78,4,4,4,5,5,5,3,5,3,5,4,2,2,4,0,0
49180,Male,Loyal Customer,31,Business travel,Eco,77,5,4,4,5,4,5,5,5,4,2,5,4,4,4,0,0
49182,Male,disloyal Customer,63,Business travel,Eco,89,3,2,1,1,2,1,1,1,1,5,5,4,4,0,0,0
49188,Female,Loyal Customer,57,Business travel,Business,86,1,1,1,1,1,5,2,5,5,5,3,3,5,1,0,0
49194,Female,disloyal Customer,33,Business travel,Eco,89,1,2,3,5,2,5,4,5,5,4,3,4,5,4,0,0
49214,Female,Loyal Customer,33,Business travel,Eco,86,5,4,2,5,5,5,5,5,4,1,1,3,3,2,0,0
49216,Female,disloyal Customer,38,Business travel,Eco,86,1,1,2,3,1,3,3,3,5,2,1,4,3,0,6,1
49217,Female,disloyal Customer,21,Business travel,Eco,89,3,3,3,3,3,3,3,3,1,2,4,2,2,0,0,0
49226,Female,Loyal Customer,27,Business travel,Eco,89,5,2,1,5,5,5,5,5,1,2,4,1,4,1,0,0
49233,Male,Loyal Customer,69,Business travel,Business,89,0,0,4,3,4,4,2,4,4,4,4,1,4,5,0,0
49235,Male,disloyal Customer,26,Business travel,Eco,89,2,2,1,4,2,4,4,4,5,1,4,3,3,4,0,0
49237,Female,Loyal Customer,47,Business travel,Business,86,1,4,1,1,5,4,3,5,5,5,4,3,5,1,39,43
49247,Male,disloyal Customer,40,Business travel,Eco,77,2,2,5,3,2,3,4,3,3,5,2,5,5,0,77,52
49250,Female,Loyal Customer,40,Business travel,Eco,86,4,1,1,4,4,4,4,4,5,3,3,5,1,1,36,51
49252,Female,disloyal Customer,47,Business travel,Eco,78,4,4,2,4,4,4,4,4,4,5,4,2,3,5,0,4
49263,Female,Loyal Customer,30,Business travel,Eco,89,5,5,5,5,4,5,5,5,4,1,3,3,5,5,0,0
49274,Female,disloyal Customer,23,Business travel,Eco,89,4,4,4,4,4,4,4,4,4,4,5,2,1,0,0,0
49275,Female,disloyal Customer,25,Business travel,Eco,86,2,1,3,1,1,1,1,1,5,1,4,4,2,0,0,0
49280,Male,disloyal Customer,23,Business travel,Eco,89,5,5,4,3,5,3,4,3,1,2,5,5,5,0,64,77
49296,Female,Loyal Customer,,Business travel,Business,86,4,4,4,3,1,1,1,5,5,5,5,3,5,4,0,0
49300,Male,disloyal Customer,38,Business travel,Eco,89,3,4,4,1,4,1,1,1,4,3,1,3,3,4,46,52
49302,Male,Loyal Customer,37,Business travel,Business,78,0,1,2,2,4,2,4,4,4,4,4,1,4,4,0,0
49315,Male,Loyal Customer,54,Business travel,Business,89,4,4,4,1,5,3,5,5,5,5,4,1,5,3,70,76
49316,Male,disloyal Customer,37,Business travel,Eco,86,1,2,1,3,2,3,3,3,1,1,3,5,3,5,1,0
49317,Female,disloyal Customer,22,Business travel,Eco,89,3,3,2,1,3,1,1,1,1,4,5,4,5,0,3,0
49322,Female,Loyal Customer,47,Business travel,Eco,89,4,5,5,2,5,1,3,4,4,4,4,3,4,5,57,40
49325,Female,Loyal Customer,39,Business travel,Business,89,3,2,3,3,1,2,3,5,5,5,3,4,5,3,7,5
49327,Male,Loyal Customer,57,Business travel,Business,89,2,4,4,4,3,4,4,1,1,1,2,4,1,4,19,0
49336,Male,disloyal Customer,27,Business travel,Eco,86,5,5,4,2,0,2,2,2,1,4,3,3,4,0,3,0
49369,Male,Loyal Customer,39,Business travel,Business,86,4,4,4,5,3,3,5,5,5,5,3,4,5,3,0,0
49387,Male,disloyal Customer,22,Business travel,Eco,89,3,3,2,5,3,5,5,5,2,4,3,2,5,4,0,0
49389,Female,Loyal Customer,50,Business travel,Business,89,1,1,1,5,4,3,3,4,4,4,3,2,4,1,19,28
49398,Male,Loyal Customer,38,Business travel,Business,89,5,3,5,3,5,3,4,5,5,5,4,2,5,5,0,0
49404,Female,disloyal Customer,43,Business travel,Eco,86,3,3,4,2,3,2,2,2,4,3,4,3,2,0,36,37
49406,Female,disloyal Customer,35,Business travel,Eco,89,2,1,2,2,1,2,2,2,2,4,2,3,5,0,0,0
49424,Female,disloyal Customer,21,Business travel,Eco,89,1,1,3,1,1,1,1,1,3,2,4,2,3,2,0,0
49426,Male,Loyal Customer,35,Business travel,Eco,86,4,1,1,4,5,4,4,4,2,2,4,5,4,1,0,0
49431,Female,disloyal Customer,23,Business travel,Eco,89,4,4,3,3,4,3,4,3,4,1,3,2,4,1,0,0
49433,Female,Loyal Customer,68,Business travel,Eco,89,2,5,5,2,2,1,5,1,1,2,1,4,1,5,12,13
49442,Male,Loyal Customer,53,Business travel,Eco,78,2,3,3,2,2,2,2,2,1,3,4,3,4,3,1,0
49464,Male,Loyal Customer,57,Business travel,Eco,86,5,3,3,5,5,5,5,5,3,5,5,3,4,3,18,5
49489,Female,Loyal Customer,37,Business travel,Eco,89,5,4,4,5,5,5,5,5,3,4,3,4,1,1,0,0
49495,Female,Loyal Customer,33,Business travel,Eco,77,4,2,2,4,5,4,4,4,1,4,5,3,1,1,0,0
49498,Male,Loyal Customer,39,Business travel,Eco,89,2,2,2,2,2,2,2,2,4,1,4,2,3,2,7,6
49510,Male,Loyal Customer,41,Business travel,Eco,86,5,2,2,5,5,5,5,5,3,2,5,4,5,2,31,16
49528,Male,disloyal Customer,41,Business travel,Eco,77,2,1,4,3,1,3,3,3,3,5,3,5,2,5,0,0
49544,Male,Loyal Customer,48,Business travel,Eco,89,3,5,5,3,3,3,3,3,2,5,4,3,3,5,0,0
49567,Male,disloyal Customer,38,Business travel,Eco,86,1,1,1,4,1,4,3,4,3,2,3,3,1,4,0,0
49573,Female,disloyal Customer,20,Business travel,Eco,86,4,5,4,2,5,2,2,2,1,1,3,1,4,2,0,0
49576,Male,Loyal Customer,57,Business travel,Business,89,0,0,4,3,4,4,5,4,4,4,4,5,4,4,0,0
49580,Female,disloyal Customer,50,Business travel,Eco,77,1,1,5,4,1,4,4,4,4,2,4,3,2,4,0,0
49613,Female,disloyal Customer,55,Business travel,Eco,78,2,2,1,1,2,1,1,1,3,5,5,4,5,0,0,0
49614,Female,Loyal Customer,42,Business travel,Business,89,0,0,1,4,4,1,5,3,3,3,3,5,3,4,0,0
49623,Female,Loyal Customer,39,Business travel,Business,89,4,3,3,3,4,3,3,2,2,2,4,2,2,3,0,0
49627,Female,disloyal Customer,50,Business travel,Eco,86,3,3,1,5,3,5,5,5,4,2,3,4,5,0,4,0
49642,Male,Loyal Customer,33,Business travel,Eco,86,5,5,5,5,5,5,5,5,4,1,2,4,3,5,0,0
49643,Female,Loyal Customer,37,Business travel,Eco,86,3,5,5,3,3,3,3,3,2,5,5,5,5,1,0,0
49645,Male,disloyal Customer,21,Business travel,Eco,86,5,5,2,2,5,2,2,2,5,5,3,5,2,0,11,0
49663,Male,Loyal Customer,53,Business travel,Eco,86,5,5,3,5,5,5,5,5,4,3,4,4,3,3,0,0
49664,Female,Loyal Customer,60,Business travel,Business,78,1,3,3,1,4,4,4,3,3,3,1,4,3,3,105,113
49667,Female,Loyal Customer,35,Business travel,Eco,89,3,4,4,3,3,3,3,3,1,4,3,1,4,4,55,46
49669,Male,Loyal Customer,38,Business travel,Business,89,5,4,5,2,1,1,4,4,4,4,4,2,4,5,0,0
49678,Male,Loyal Customer,35,Business travel,Eco,86,4,4,2,4,4,4,4,4,4,3,1,4,4,2,0,0
49683,Male,disloyal Customer,23,Business travel,Eco,89,3,3,4,4,3,4,4,4,2,4,4,4,3,4,7,4
49684,Female,disloyal Customer,47,Business travel,Eco,56,3,3,3,1,3,1,1,1,3,4,3,1,3,3,26,36
49698,Male,disloyal Customer,27,Business travel,Eco,86,3,3,3,5,3,5,5,5,5,1,5,5,5,5,0,0
49714,Male,disloyal Customer,25,Business travel,Eco,78,3,3,4,5,3,5,5,5,4,4,3,2,4,3,0,0
49715,Female,Loyal Customer,50,Business travel,Eco,89,2,3,3,3,1,4,5,2,2,2,2,1,2,3,0,0
49721,Male,Loyal Customer,34,Business travel,Business,89,5,4,5,5,3,1,2,4,4,4,3,3,4,5,0,0
49726,Male,Loyal Customer,33,Business travel,Eco,89,3,4,4,3,3,3,3,3,1,3,3,3,3,4,0,0
49751,Female,disloyal Customer,59,Business travel,Eco,86,1,1,3,3,1,3,4,3,3,4,1,2,5,0,16,17
49755,Female,Loyal Customer,45,Business travel,Eco,86,1,2,2,1,3,1,4,2,2,1,2,3,2,2,96,104
49758,Female,Loyal Customer,36,Business travel,Business,89,3,3,3,1,5,3,4,5,5,5,3,2,5,3,0,0
49771,Female,disloyal Customer,39,Business travel,Eco,89,1,2,4,5,2,5,5,5,4,3,2,1,2,3,0,0
49784,Male,disloyal Customer,16,Business travel,Eco,86,1,1,4,5,1,5,1,5,2,4,3,3,3,2,73,83
49789,Female,disloyal Customer,62,Business travel,Eco,86,4,5,5,3,5,3,1,3,1,2,1,1,3,0,81,67
49811,Male,Loyal Customer,42,Business travel,Eco,78,2,1,1,2,2,2,2,2,2,3,4,3,3,1,33,38
49814,Female,Loyal Customer,57,Business travel,Eco,89,3,2,2,1,4,3,4,3,3,3,3,3,3,2,99,110
49816,Female,Loyal Customer,30,Business travel,Business,89,4,4,4,4,4,4,3,4,3,2,5,3,3,5,0,0
